volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
344010	Cosiguina	Nicaragua	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	872	1859	-87.57	12.98
344020	San Cristobal	Nicaragua	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1745	2024	-87.004	12.702
344040	Telica	Nicaragua	Central America Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1036	2025	-86.84	12.606
344070	Negro, Cerro	Nicaragua	Central America Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	728	1999	-86.702	12.506
344080	Las Pilas-El Hoyo Complex	Nicaragua	Central America Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1088	1954	-86.6786	12.4922
344090	Momotombo	Nicaragua	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1270	2016	-86.539	12.423
344091	Apoyeque	Nicaragua	Central America Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	518	-50	-86.342	12.242
344092	Nejapa-Miraflores	Nicaragua	Central America Volcanic Arc	Fissure vent(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	360	1060	-86.32	12.12
344100	Masaya	Nicaragua	Central America Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	594	2026	-86.1688	11.9844
344101	Granada	Nicaragua	Central America Volcanic Arc	Fissure vent(s)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	250		-85.979	11.9
344110	Mombacho	Nicaragua	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	1344		-85.968	11.826
344111	Zapatera	Nicaragua	Central America Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Evidence Credible	629		-85.82	11.73
344120	Concepcion	Nicaragua	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1700	2024	-85.622	11.538
345010	Orosi	Costa Rica	Central America Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1659		-85.473	10.98
345020	Rincon de la Vieja	Costa Rica	Central America Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1729	2024	-85.3364	10.8314
345030	Miravalles	Costa Rica	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2028	1946	-85.153	10.748
345031	Tenorio	Costa Rica	Central America Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1916		-85.015	10.673
345033	Arenal	Costa Rica	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1670	2010	-84.703	10.463
345034	Platanar	Costa Rica	Central America Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2267		-84.366	10.3
345040	Poas	Costa Rica	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2697	2026	-84.233	10.2
345050	Barva	Costa Rica	Central America Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2906	-6050	-84.1	10.135
345060	Irazu	Costa Rica	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3436	1977	-83.852	9.979
345070	Turrialba	Costa Rica	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3340	2022	-83.767	10.025
346010	Baru	Panama	Central America Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3474	1550	-82.543	8.808
351011	Romeral	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3769	-5390	-75.363	5.203
351012	Bravo, Cerro	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3985	1720	-75.293	5.091
351020	Ruiz, Nevado del	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5279	2026	-75.324	4.892
351021	Santa Isabel	Colombia	Northern Andean Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4944	-850	-75.365	4.818
351030	Tolima, Nevado del	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5215	1943	-75.33	4.658
351040	Machin	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2749	1180	-75.389	4.487
351050	Huila, Nevado del	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5364	2012	-76.03	2.93
351060	Purace	Colombia	Northern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4650	2026	-76.3948	2.3095
351061	Sotara	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	4400		-76.592	2.108
351070	Dona Juana	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4137	1906	-76.936	1.5
351080	Galeras	Colombia	Northern Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4276	2014	-77.37	1.22
351090	Azufral	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4070	-930	-77.68	1.08
351100	Cumbal	Colombia	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4764	1926	-77.87	0.95
351110	Chiles-Cerro Negro	Colombia-Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	4698	1936	-77.938	0.817
352001	Soche	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3955	-6650	-77.58	0.552
352002	Chachimbiro	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4106	-3740	-78.287	0.468
352003	Cuicocha	Ecuador	Northern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3246	650	-78.364	0.308
352004	Imbabura	Ecuador	Northern Andean Volcanic Arc	Compound	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4609	-5550	-78.183	0.258
352005	Mojanda	Ecuador	Northern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	4263		-78.27	0.13
352006	Cayambe	Ecuador	Northern Andean Volcanic Arc	Compound	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5790	1786	-77.986	0.029
352010	Reventador	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3562	2026	-77.656	-0.077
352011	Pululahua	Ecuador	Northern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3360	290	-78.49	0.0464
352020	Guagua Pichincha	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4784	2002	-78.598	-0.171
352021	Atacazo	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4463	-320	-78.617	-0.353
352022	Chacana	Ecuador	Northern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4643	1773	-78.25	-0.375
352030	Antisana	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5753	1802	-78.141	-0.481
352031	Aliso	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4267	-2450	-78.0	-0.53
352040	Sumaco	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	3990	1895	-77.626	-0.538
352041	Iliniza	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5162		-78.716	-0.662
352050	Cotopaxi	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5911	2023	-78.436	-0.677
352060	Quilotoa	Ecuador	Northern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3914	1280	-78.9044	-0.8592
352071	Chimborazo	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	6261	550	-78.817	-1.469
352080	Tungurahua	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5023	2016	-78.442	-1.467
352081	Licto	Ecuador	Northern Andean Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	3322		-78.614	-1.786
352090	Sangay	Ecuador	Northern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5286	2026	-78.341	-2.005
353010	Fernandina	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1476	2024	-91.55	-0.37
353011	Ecuador	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	790	1150	-91.546	-0.02
353020	Wolf	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1710	2022	-91.35	0.02
353030	Darwin	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	1330	1813	-91.28	-0.18
353040	Alcedo	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1130	1993	-91.12	-0.43
353050	Negra, Sierra	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1124	2018	-91.17	-0.83
353060	Azul, Cerro	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1640	2008	-91.408	-0.92
353070	Pinta	Ecuador	Northern Galapagos Volcanic Province	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	729		-90.7553	0.5858
353080	Marchena	Ecuador	Northern Galapagos Volcanic Province	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	343	1991	-90.47	0.33
353081	Genovesa	Ecuador	Northern Galapagos Volcanic Province	Shield	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	64		-89.958	0.32
353090	Santiago	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	920	1906	-90.77	-0.22
353091	Santa Cruz	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	864		-90.33	-0.62
353120	San Cristobal	Ecuador	Galapagos Hotspot Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	707		-89.4292	-0.8292
354000	Quimsachata-Oroscocha	Peru	Central Andean Volcanic Arc	Lava dome	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3848	-4450	-71.363	-14.131
354001	Auquihuato, Cerro	Peru	Central Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	5001		-73.1914	-15.0726
354003	Coropuna	Peru	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6377		-72.65	-15.52
354004	Andahua-Orcopampa	Peru	Central Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4713	1490	-72.33	-15.42
354005	Huambo	Peru	Central Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4554	-700	-72.08	-15.78
354006	Sabancaya	Peru	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5960	2026	-71.857	-15.787
354010	Misti, El	Peru	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5793	1985	-71.4056	-16.2991
354020	Ubinas	Peru	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5608	2024	-70.8972	-16.345
354030	Huaynaputina	Peru	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4679	1600	-70.8542	-16.6144
354031	Ticsani	Peru	Central Andean Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	5382	1800	-70.5981	-16.7586
354040	Tutupaca	Peru	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5801	1802	-70.372	-17.026
354050	Yucamane	Peru	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5495	-1320	-70.196	-17.184
354060	Casiri, Nevados	Peru	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5626		-69.7886	-17.4852
355011	Taapaca	Chile	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Dated	5860	-320	-69.5	-18.1
355012	Parinacota	Chile-Bolivia	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	6336	290	-69.142	-18.166
355020	Guallatiri	Chile	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	6071	1960	-69.092	-18.42
355030	Isluga	Chile	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5550	1913	-68.83	-19.15
355032	Tata Sabaya	Bolivia	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5430		-68.53	-19.13
355040	Irruputuncu	Chile-Bolivia	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5163	1995	-68.55	-20.73
355050	Olca-Paruma	Chile-Bolivia	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5705		-68.413	-20.939
355090	Putana	Chile	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5884	1810	-67.853	-22.557
355091	Sairecabur	Chile-Bolivia	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5961		-67.891	-22.719
355092	Licancabur	Chile-Bolivia	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5916		-67.88	-22.83
355093	Guayaques	Chile-Bolivia	Central Andean Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5598		-67.566	-22.895
355094	Purico Complex	Chile	Central Andean Volcanic Arc	Shield(pyroclastic)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5703		-67.75	-23.0
355095	Colachi	Chile	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5631		-67.645	-23.236
355096	Acamarachi	Chile	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6023		-67.618	-23.292
355098	Chiliques	Chile	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	5778		-67.7	-23.58
355100	Lascar	Chile	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5592	2026	-67.73	-23.37
355101	Cordon de Puntas Negras	Chile	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5852		-67.534	-23.743
355102	Miniques	Chile	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	5910		-67.77	-23.82
355103	Tujle, Cerro	Chile	Central Andean Volcanic Arc	Maar	Subduction zone / Continental crust (> 25 km)	Evidence Credible	3550		-67.95	-23.83
355104	Caichinque	Chile	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	4458		-67.74	-23.949
355105	Tilocalar	Chile	Central Andean Volcanic Arc	Lava cone(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	3109		-68.13	-23.97
355107	Pular	Chile	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	6233		-68.054	-24.188
355108	Negrillar, La	Chile	Central Andean Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	4220		-68.59	-24.319
355109	Socompa	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	6031	-5250	-68.246	-24.396
355110	Llullaillaco	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	6739	1877	-68.53	-24.72
355112	Corrida de Cori Volcanic Field	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	5451		-68.367	-25.083
355120	Lastarria	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5706		-68.507	-25.168
355121	Cordon del Azufre	Chile-Argentina	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5481		-68.521	-25.336
355122	Bayo Gorbea, Cerro	Chile-Argentina	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5413		-68.588	-25.414
355123	Nevada, Sierra	Chile-Argentina	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6173		-68.58	-26.48
355124	Falso Azufre	Chile-Argentina	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	5906		-68.37	-26.8
355125	Incahuasi, Nevado de	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	6638		-68.296	-27.033
355130	Ojos del Salado, Nevados	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	6879	750	-68.541	-27.109
355131	Solo, El	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6205		-68.713	-27.105
355160	Aracar	Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6095		-67.783	-24.29
355161	Central Andean Arc at 25.1°S	Argentina	Central Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Evidence Credible	4652		-68.266	-25.078
355190	Condor, El	Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6373		-68.361	-26.632
355200	Peinado	Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5741		-68.116	-26.623
355210	Blanco, Cerro	Argentina	Central Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4670	-2300	-67.746	-26.7657
355220	Tipas	Argentina	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6658		-68.561	-27.196
356011	Rapa Nui	Chile	Salas y Gómez Ridge Volcano Group	Shield(s)	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	501		-109.356	-27.114
357010	Tupungatito	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5660	1987	-69.797	-33.425
357020	San Jose	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	6070	1960	-69.895	-33.789
357021	Maipo	Chile-Argentina	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5323	1912	-69.832	-34.164
357022	Palomo	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	4860		-70.295	-34.608
357023	Atuel, Caldera del	Argentina	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5189		-69.921	-34.592
357024	Risco Plateado	Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	4999		-69.981	-34.917
357030	Tinguiririca	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4280	1917	-70.352	-34.814
357040	Planchon-Peteroa	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3977	2025	-70.568	-35.223
357041	Infiernillo	Argentina	Southern Andean Volcanic Arc	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	3007	-6890	-69.9	-35.123
357042	Calabozos	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	3508		-70.496	-35.558
357050	Descabezado Grande	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3953	1933	-70.75	-35.58
357060	Azul, Cerro	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3788	1967	-70.761	-35.653
357061	Maule, Laguna del	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2162	-50	-70.492	-36.058
357062	San Pedro-Pellado	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	3621		-70.849	-35.989
357063	Longavi, Nevado de	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3175	-4890	-71.1641	-36.1959
357064	Blancas, Lomas	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2268		-71.009	-36.286
357065	Resago, Volcan	Chile	Southern Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1890		-70.9033	-36.4606
357066	Payun Matru	Argentina	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3715	-5050	-69.241	-36.422
357070	Chillan, Nevados de	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3180	2022	-71.378	-36.868
357072	Tromen Volcanic Plateau	Argentina	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4114	1822	-70.033	-37.144
357080	Antuco	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2979	1869	-71.349	-37.406
357090	Copahue	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2953	2024	-71.183	-37.856
357091	Callaqui	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3099	1980	-71.4464	-37.9276
357093	Tolhuaca	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2739	-4000	-71.645	-38.31
357100	Lonquimay	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2832	1990	-71.586	-38.379
357102	Blanca, Laguna	Argentina	Southern Andean Volcanic Arc	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	1700		-70.37	-39.02
357110	Llaima	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3125	2009	-71.729	-38.692
357111	Sollipulli	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2282	1240	-71.52	-38.97
357112	Caburgua-Huelemolle	Chile	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1652	-5050	-71.75	-39.25
357120	Villarrica	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2847	2025	-71.93	-39.42
357121	Quetrupillan	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2360	255	-71.722	-39.496
357122	Lanin	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3776	560	-71.502	-39.637
357123	Huanquihue Group	Argentina	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2189	1750	-71.58	-39.887
357130	Mocho-Choshuenco	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2422	1937	-72.027	-39.927
357140	Carran-Los Venados	Chile	Southern Andean Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1114	1979	-72.07	-40.35
357150	Puyehue-Cordon Caulle	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2236	2012	-72.117	-40.59
357153	Antillanca Volcanic Complex	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1979	-230	-72.15	-40.783
357160	Puntiagudo-Cordon Cenizos	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2493	1850	-72.264	-40.969
358010	Osorno	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2659	1869	-72.496	-41.105
358011	Tronador	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	3478		-71.885	-41.157
358012	Cayutue-La Vigueria	Chile	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	506	-190	-72.27	-41.3
358020	Calbuco	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1974	2015	-72.618	-41.33
358022	Yate	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2187	1090	-72.396	-41.755
358023	Hornopiren	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1572	340	-72.431	-41.874
